order_id,customer_id,order_date,region_id
ORD-00000098,CUS-003920,2023-01-02,REG-007
ORD-00000099,CUS-007428,2023-01-02,REG-008
ORD-00000100,CUS-006484,2023-01-02,REG-008
ORD-00000101,CUS-006530,2023-01-02,REG-009
ORD-00000102,CUS-001545,2023-01-02,REG-009
ORD-00000103,CUS-002598,2023-01-02,REG-009
ORD-00000104,CUS-007362,2023-01-02,REG-009
ORD-00000105,CUS-002790,2023-01-02,REG-009
ORD-00000106,CUS-006156,2023-01-02,REG-009
ORD-00000107,CUS-007117,2023-01-02,REG-009
ORD-00000108,CUS-006156,2023-01-02,REG-009
ORD-00000109,CUS-006325,2023-01-02,REG-009
ORD-00000110,CUS-005344,2023-01-02,REG-009
ORD-00000111,CUS-000077,2023-01-02,REG-010
ORD-00000112,CUS-004376,2023-01-02,REG-010
ORD-00000113,CUS-006163,2023-01-02,REG-010
ORD-00000114,CUS-007078,2023-01-03,REG-001
ORD-00000115,CUS-001336,2023-01-03,REG-001
ORD-00000116,CUS-004116,2023-01-03,REG-001
ORD-00000117,CUS-005244,2023-01-03,REG-001
ORD-00000118,CUS-001200,2023-01-03,REG-001
ORD-00000119,CUS-005376,2023-01-03,REG-001
ORD-00000120,CUS-001043,2023-01-03,REG-001
ORD-00000121,CUS-007946,2023-01-03,REG-002
ORD-00000122,CUS-004492,2023-01-03,REG-002
ORD-00000123,CUS-006156,2023-01-03,REG-002
ORD-00000124,CUS-007078,2023-01-03,REG-002
ORD-00000125,CUS-006055,2023-01-03,REG-002
ORD-00000126,CUS-002381,2023-01-03,REG-002
ORD-00000127,CUS-001789,2023-01-03,REG-003
ORD-00000128,CUS-006483,2023-01-03,REG-003
ORD-00000129,CUS-001545,2023-01-03,REG-003
ORD-00000130,CUS-000651,2023-01-03,REG-003
ORD-00000131,CUS-006483,2023-01-03,REG-003
ORD-00000132,CUS-000263,2023-01-03,REG-004
ORD-00000133,CUS-005480,2023-01-03,REG-004
ORD-00000134,CUS-003573,2023-01-03,REG-004
ORD-00000135,CUS-004696,2023-01-03,REG-005
ORD-00000136,CUS-005852,2023-01-03,REG-005
ORD-00000137,CUS-001755,2023-01-03,REG-005
ORD-00000138,CUS-004503,2023-01-03,REG-006
ORD-00000139,CUS-006710,2023-01-03,REG-006
ORD-00000140,CUS-006215,2023-01-03,REG-006
ORD-00000141,CUS-000480,2023-01-03,REG-006
ORD-00000142,CUS-006361,2023-01-03,REG-007
ORD-00000143,CUS-005480,2023-01-03,REG-007
ORD-00000144,CUS-005652,2023-01-03,REG-007
ORD-00000145,CUS-006038,2023-01-03,REG-007
ORD-00000146,CUS-007586,2023-01-03,REG-007
ORD-00000147,CUS-004394,2023-01-03,REG-007
ORD-00000148,CUS-004919,2023-01-03,REG-007
ORD-00000149,CUS-006647,2023-01-03,REG-007
ORD-00000150,CUS-003296,2023-01-03,REG-008
ORD-00000151,CUS-006727,2023-01-03,REG-008
ORD-00000152,CUS-006364,2023-01-03,REG-008
ORD-00000153,CUS-007078,2023-01-03,REG-009
ORD-00000154,CUS-004210,2023-01-03,REG-009
ORD-00000155,CUS-007078,2023-01-03,REG-009
ORD-00000156,CUS-007615,2023-01-03,REG-009
ORD-00000157,CUS-001641,2023-01-03,REG-009
ORD-00000158,CUS-007821,2023-01-03,REG-009
ORD-00000159,CUS-007239,2023-01-03,REG-009
ORD-00000160,CUS-003603,2023-01-03,REG-009
ORD-00000161,CUS-001348,2023-01-03,REG-010
ORD-00000162,CUS-007078,2023-01-03,REG-010
ORD-00000163,CUS-000239,2023-01-03,REG-010
ORD-00000164,CUS-000010,2023-01-03,REG-010
ORD-00000165,CUS-007601,2023-01-03,REG-010
ORD-00000166,CUS-003969,2023-01-03,REG-010
ORD-00000167,CUS-004741,2023-01-03,REG-010
ORD-00000168,CUS-001480,2023-01-04,REG-001
ORD-00000169,CUS-006866,2023-01-04,REG-001
ORD-00000170,CUS-004696,2023-01-04,REG-001
ORD-00000171,CUS-004155,2023-01-04,REG-001
ORD-00000172,CUS-004898,2023-01-04,REG-001
ORD-00000173,CUS-002812,2023-01-04,REG-001
ORD-00000174,CUS-007009,2023-01-04,REG-001
ORD-00000175,CUS-001936,2023-01-04,REG-001
ORD-00000176,CUS-002495,2023-01-04,REG-001
ORD-00000177,CUS-003959,2023-01-04,REG-001
ORD-00000178,CUS-004958,2023-01-04,REG-002
ORD-00000179,CUS-007078,2023-01-04,REG-002
ORD-00000180,CUS-000814,2023-01-04,REG-002
ORD-00000181,CUS-005336,2023-01-04,REG-002
ORD-00000182,CUS-001337,2023-01-04,REG-002
ORD-00000183,CUS-002570,2023-01-04,REG-003
ORD-00000184,CUS-000395,2023-01-04,REG-003
ORD-00000185,CUS-003969,2023-01-04,REG-004
ORD-00000186,CUS-003048,2023-01-04,REG-004
ORD-00000187,CUS-007665,2023-01-04,REG-004
ORD-00000188,CUS-007078,2023-01-04,REG-004
ORD-00000189,CUS-004687,2023-01-04,REG-004
ORD-00000190,CUS-006156,2023-01-04,REG-005
ORD-00000191,CUS-001642,2023-01-04,REG-005
ORD-00000192,CUS-004223,2023-01-04,REG-005
ORD-00000193,CUS-002149,2023-01-04,REG-005
ORD-00000194,CUS-007805,2023-01-04,REG-006
ORD-00000195,CUS-002433,2023-01-04,REG-006
ORD-00000196,CUS-003094,2023-01-04,REG-006
ORD-00000197,CUS-007078,2023-01-04,REG-006
ORD-00000198,CUS-000380,2023-01-04,REG-007
ORD-00000199,CUS-001268,2023-01-04,REG-007
ORD-00000200,CUS-002149,2023-01-04,REG-007
ORD-00000201,CUS-007078,2023-01-04,REG-007
ORD-00000202,CUS-003047,2023-01-04,REG-007
ORD-00000203,CUS-002183,2023-01-04,REG-007
ORD-00000204,CUS-006156,2023-01-04,REG-007
ORD-00000205,CUS-002942,2023-01-04,REG-007
ORD-00000206,CUS-002381,2023-01-04,REG-007
ORD-00000207,CUS-002374,2023-01-04,REG-007
ORD-00000208,CUS-006010,2023-01-04,REG-007
ORD-00000209,CUS-001689,2023-01-04,REG-008
ORD-00000210,CUS-004118,2023-01-04,REG-008
ORD-00000211,CUS-006302,2023-01-04,REG-008
ORD-00000212,CUS-002250,2023-01-04,REG-009
ORD-00000213,CUS-006251,2023-01-04,REG-009
ORD-00000214,CUS-003113,2023-01-04,REG-009
ORD-00000215,CUS-005795,2023-01-04,REG-009
ORD-00000216,CUS-007959,2023-01-04,REG-009
ORD-00000217,CUS-002396,2023-01-04,REG-010
ORD-00000218,CUS-006156,2023-01-04,REG-010
ORD-00000219,CUS-005480,2023-01-04,REG-010
ORD-00000220,CUS-002598,2023-01-04,REG-010
ORD-00000221,CUS-004104,2023-01-04,REG-010
ORD-00000222,CUS-001576,2023-01-05,REG-001
ORD-00000223,CUS-003225,2023-01-05,REG-001
ORD-00000224,CUS-002254,2023-01-05,REG-001
ORD-00000225,CUS-001639,2023-01-05,REG-001
ORD-00000226,CUS-005700,2023-01-05,REG-001
ORD-00000227,CUS-000010,2023-01-05,REG-001
ORD-00000228,CUS-001043,2023-01-05,REG-001
ORD-00000229,CUS-003426,2023-01-05,REG-001
ORD-00000230,CUS-005743,2023-01-05,REG-001
ORD-00000231,CUS-004846,2023-01-05,REG-002
ORD-00000232,CUS-004492,2023-01-05,REG-002
ORD-00000233,CUS-002250,2023-01-05,REG-002
ORD-00000234,CUS-001043,2023-01-05,REG-002
ORD-00000235,CUS-005368,2023-01-05,REG-002
ORD-00000236,CUS-002839,2023-01-05,REG-003
ORD-00000237,CUS-002731,2023-01-05,REG-003
ORD-00000238,CUS-001576,2023-01-05,REG-003
ORD-00000239,CUS-005170,2023-01-05,REG-003
ORD-00000240,CUS-006281,2023-01-05,REG-003
ORD-00000241,CUS-002644,2023-01-05,REG-004
ORD-00000242,CUS-003966,2023-01-05,REG-004
ORD-00000243,CUS-007077,2023-01-05,REG-004
ORD-00000244,CUS-002175,2023-01-05,REG-004
ORD-00000245,CUS-006870,2023-01-05,REG-004
ORD-00000246,CUS-002460,2023-01-05,REG-005
ORD-00000247,CUS-001696,2023-01-05,REG-005
ORD-00000248,CUS-003921,2023-01-05,REG-005
ORD-00000249,CUS-004447,2023-01-05,REG-006
ORD-00000250,CUS-002381,2023-01-05,REG-006
ORD-00000251,CUS-000330,2023-01-05,REG-006
ORD-00000252,CUS-006156,2023-01-05,REG-007
ORD-00000253,CUS-002508,2023-01-05,REG-007
ORD-00000254,CUS-003385,2023-01-05,REG-008
ORD-00000255,CUS-000395,2023-01-05,REG-008
ORD-00000256,CUS-007078,2023-01-05,REG-008
ORD-00000257,CUS-007765,2023-01-05,REG-008
ORD-00000258,CUS-006224,2023-01-05,REG-008
ORD-00000259,CUS-003270,2023-01-05,REG-009
ORD-00000260,CUS-007657,2023-01-05,REG-009
ORD-00000261,CUS-007078,2023-01-05,REG-009
ORD-00000262,CUS-002756,2023-01-05,REG-009
ORD-00000263,CUS-002558,2023-01-05,REG-010
ORD-00000264,CUS-002968,2023-01-05,REG-010
ORD-00000265,CUS-000512,2023-01-06,REG-001
ORD-00000266,CUS-000093,2023-01-06,REG-001
ORD-00000267,CUS-006744,2023-01-06,REG-001
ORD-00000268,CUS-003104,2023-01-06,REG-001
ORD-00000269,CUS-007078,2023-01-06,REG-001
ORD-00000270,CUS-005992,2023-01-06,REG-001
ORD-00000271,CUS-000126,2023-01-06,REG-002
ORD-00000272,CUS-007665,2023-01-06,REG-002
ORD-00000273,CUS-004211,2023-01-06,REG-002
ORD-00000274,CUS-000820,2023-01-06,REG-002
ORD-00000275,CUS-001509,2023-01-06,REG-002
ORD-00000276,CUS-003370,2023-01-06,REG-003
ORD-00000277,CUS-004519,2023-01-06,REG-003
ORD-00000278,CUS-000480,2023-01-06,REG-004
ORD-00000279,CUS-000919,2023-01-06,REG-004
ORD-00000280,CUS-006810,2023-01-06,REG-004
ORD-00000281,CUS-003585,2023-01-06,REG-004
ORD-00000282,CUS-007078,2023-01-06,REG-005
ORD-00000283,CUS-003650,2023-01-06,REG-005
ORD-00000284,CUS-000016,2023-01-06,REG-005
ORD-00000285,CUS-003655,2023-01-06,REG-005
ORD-00000286,CUS-006056,2023-01-06,REG-005
ORD-00000287,CUS-002665,2023-01-06,REG-005
ORD-00000288,CUS-000867,2023-01-06,REG-005
ORD-00000289,CUS-004126,2023-01-06,REG-005
ORD-00000290,CUS-003079,2023-01-06,REG-006
ORD-00000291,CUS-005636,2023-01-06,REG-006
ORD-00000292,CUS-004196,2023-01-06,REG-007
ORD-00000293,CUS-001718,2023-01-06,REG-007
ORD-00000294,CUS-003426,2023-01-06,REG-007
ORD-00000295,CUS-004116,2023-01-06,REG-007
ORD-00000296,CUS-001992,2023-01-06,REG-007
ORD-00000297,CUS-006744,2023-01-06,REG-007
ORD-00000298,CUS-007999,2023-01-06,REG-008
ORD-00000299,CUS-005043,2023-01-06,REG-008
ORD-00000300,CUS-000716,2023-01-06,REG-008
ORD-00000301,CUS-001538,2023-01-06,REG-008
ORD-00000302,CUS-007794,2023-01-06,REG-008
ORD-00000303,CUS-002413,2023-01-06,REG-009
ORD-00000304,CUS-005838,2023-01-06,REG-009
ORD-00000305,CUS-001225,2023-01-06,REG-009
ORD-00000306,CUS-003143,2023-01-06,REG-009
ORD-00000307,CUS-005263,2023-01-06,REG-009
ORD-00000308,CUS-007078,2023-01-06,REG-009
ORD-00000309,CUS-004819,2023-01-06,REG-010
ORD-00000310,CUS-001185,2023-01-06,REG-010
ORD-00000311,CUS-006072,2023-01-07,REG-001
ORD-00000312,CUS-000185,2023-01-07,REG-001
ORD-00000313,CUS-005836,2023-01-07,REG-001
ORD-00000314,CUS-003499,2023-01-07,REG-001
ORD-00000315,CUS-005172,2023-01-07,REG-001
ORD-00000316,CUS-006010,2023-01-07,REG-001
ORD-00000317,CUS-004319,2023-01-07,REG-002
ORD-00000318,CUS-000943,2023-01-07,REG-002
ORD-00000319,CUS-003601,2023-01-07,REG-002
ORD-00000320,CUS-006010,2023-01-07,REG-002
ORD-00000321,CUS-002318,2023-01-07,REG-002
ORD-00000322,CUS-003490,2023-01-07,REG-002
ORD-00000323,CUS-006404,2023-01-07,REG-002
ORD-00000324,CUS-005289,2023-01-07,REG-002
ORD-00000325,CUS-000452,2023-01-07,REG-003
ORD-00000326,CUS-001043,2023-01-07,REG-003
ORD-00000327,CUS-007596,2023-01-07,REG-003
ORD-00000328,CUS-007596,2023-01-07,REG-003
ORD-00000329,CUS-000820,2023-01-07,REG-003
ORD-00000330,CUS-003894,2023-01-07,REG-004
ORD-00000331,CUS-003220,2023-01-07,REG-004
ORD-00000332,CUS-002149,2023-01-07,REG-004
ORD-00000333,CUS-004696,2023-01-07,REG-005
ORD-00000334,CUS-002942,2023-01-07,REG-005
ORD-00000335,CUS-007077,2023-01-07,REG-005
ORD-00000336,CUS-003490,2023-01-07,REG-005
ORD-00000337,CUS-002445,2023-01-07,REG-005
ORD-00000338,CUS-005711,2023-01-07,REG-006
ORD-00000339,CUS-001034,2023-01-07,REG-006
ORD-00000340,CUS-007362,2023-01-07,REG-006
ORD-00000341,CUS-001080,2023-01-07,REG-006
ORD-00000342,CUS-004116,2023-01-07,REG-006
ORD-00000343,CUS-001348,2023-01-07,REG-007
ORD-00000344,CUS-006156,2023-01-07,REG-007
ORD-00000345,CUS-004232,2023-01-07,REG-007
ORD-00000346,CUS-006980,2023-01-07,REG-007
ORD-00000347,CUS-004558,2023-01-07,REG-007
ORD-00000348,CUS-000684,2023-01-07,REG-007
ORD-00000349,CUS-003177,2023-01-07,REG-008
ORD-00000350,CUS-001625,2023-01-07,REG-008
ORD-00000351,CUS-005579,2023-01-07,REG-008
ORD-00000352,CUS-007533,2023-01-07,REG-008
ORD-00000353,CUS-007855,2023-01-07,REG-008
ORD-00000354,CUS-004718,2023-01-07,REG-008
ORD-00000355,CUS-007078,2023-01-07,REG-008
ORD-00000356,CUS-003645,2023-01-07,REG-009
ORD-00000357,CUS-002839,2023-01-07,REG-009
ORD-00000358,CUS-006521,2023-01-07,REG-009
ORD-00000359,CUS-006802,2023-01-07,REG-009
ORD-00000360,CUS-004355,2023-01-07,REG-009
ORD-00000361,CUS-006156,2023-01-07,REG-009
ORD-00000362,CUS-006264,2023-01-07,REG-009
ORD-00000363,CUS-005371,2023-01-07,REG-009
ORD-00000364,CUS-006263,2023-01-07,REG-009
ORD-00000365,CUS-007537,2023-01-07,REG-009
ORD-00000366,CUS-001714,2023-01-07,REG-009
ORD-00000367,CUS-003241,2023-01-07,REG-010
ORD-00000368,CUS-007954,2023-01-07,REG-010
ORD-00000369,CUS-001348,2023-01-07,REG-010
ORD-00000370,CUS-001004,2023-01-07,REG-010
ORD-00000371,CUS-007582,2023-01-07,REG-010
ORD-00000372,CUS-006673,2023-01-08,REG-001
ORD-00000373,CUS-003560,2023-01-08,REG-001
ORD-00000374,CUS-002381,2023-01-08,REG-001
ORD-00000375,CUS-007370,2023-01-08,REG-001
ORD-00000376,CUS-006156,2023-01-08,REG-001
ORD-00000377,CUS-007126,2023-01-08,REG-001
ORD-00000378,CUS-004846,2023-01-08,REG-001
ORD-00000379,CUS-002261,2023-01-08,REG-002
ORD-00000380,CUS-006156,2023-01-08,REG-002
ORD-00000381,CUS-005695,2023-01-08,REG-002
ORD-00000382,CUS-005349,2023-01-08,REG-002
ORD-00000383,CUS-003277,2023-01-08,REG-002
ORD-00000384,CUS-006378,2023-01-08,REG-002
ORD-00000385,CUS-005680,2023-01-08,REG-002
ORD-00000386,CUS-000242,2023-01-08,REG-002
ORD-00000387,CUS-000045,2023-01-08,REG-003
ORD-00000388,CUS-002434,2023-01-08,REG-003
ORD-00000389,CUS-000595,2023-01-08,REG-003
ORD-00000390,CUS-003529,2023-01-08,REG-003
ORD-00000391,CUS-002547,2023-01-08,REG-003
ORD-00000392,CUS-006072,2023-01-08,REG-003
ORD-00000393,CUS-007072,2023-01-08,REG-003
ORD-00000394,CUS-001043,2023-01-08,REG-004
ORD-00000395,CUS-006617,2023-01-08,REG-004
ORD-00000396,CUS-004146,2023-01-08,REG-004
ORD-00000397,CUS-005480,2023-01-08,REG-005
ORD-00000398,CUS-007078,2023-01-08,REG-005
ORD-00000399,CUS-002417,2023-01-08,REG-005
ORD-00000400,CUS-002659,2023-01-08,REG-005
ORD-00000401,CUS-006552,2023-01-08,REG-005
ORD-00000402,CUS-006001,2023-01-08,REG-006
ORD-00000403,CUS-000746,2023-01-08,REG-006
ORD-00000404,CUS-002472,2023-01-08,REG-006
ORD-00000405,CUS-005232,2023-01-08,REG-006
ORD-00000406,CUS-002053,2023-01-08,REG-006
ORD-00000407,CUS-005916,2023-01-08,REG-006
ORD-00000408,CUS-001165,2023-01-08,REG-006
ORD-00000409,CUS-005992,2023-01-08,REG-006
ORD-00000410,CUS-007078,2023-01-08,REG-006
ORD-00000411,CUS-003809,2023-01-08,REG-007
ORD-00000412,CUS-003795,2023-01-08,REG-007
ORD-00000413,CUS-001137,2023-01-08,REG-007
ORD-00000414,CUS-003913,2023-01-08,REG-007
ORD-00000415,CUS-003573,2023-01-08,REG-007
ORD-00000416,CUS-000486,2023-01-08,REG-007
ORD-00000417,CUS-001806,2023-01-08,REG-008
ORD-00000418,CUS-005652,2023-01-08,REG-008
ORD-00000419,CUS-001306,2023-01-08,REG-008
ORD-00000420,CUS-006226,2023-01-08,REG-008
ORD-00000421,CUS-003573,2023-01-08,REG-009
ORD-00000422,CUS-002183,2023-01-08,REG-009
ORD-00000423,CUS-004308,2023-01-08,REG-009
ORD-00000424,CUS-006139,2023-01-08,REG-009
ORD-00000425,CUS-002890,2023-01-08,REG-010
ORD-00000426,CUS-001272,2023-01-08,REG-010
ORD-00000427,CUS-002244,2023-01-08,REG-010
ORD-00000428,CUS-003370,2023-01-08,REG-010
ORD-00000429,CUS-004898,2023-01-08,REG-010
ORD-00000430,CUS-002381,2023-01-08,REG-010
ORD-00000431,CUS-001393,2023-01-08,REG-010
ORD-00000432,CUS-002621,2023-01-09,REG-001
ORD-00000433,CUS-006552,2023-01-09,REG-001
ORD-00000434,CUS-004696,2023-01-09,REG-001
ORD-00000435,CUS-003095,2023-01-09,REG-001
ORD-00000436,CUS-000395,2023-01-09,REG-001
ORD-00000437,CUS-003791,2023-01-09,REG-002
ORD-00000438,CUS-004713,2023-01-09,REG-002
ORD-00000439,CUS-001667,2023-01-09,REG-002
ORD-00000440,CUS-001067,2023-01-09,REG-003
ORD-00000441,CUS-001480,2023-01-09,REG-003
ORD-00000442,CUS-002416,2023-01-09,REG-003
ORD-00000443,CUS-005537,2023-01-09,REG-004
ORD-00000444,CUS-006106,2023-01-09,REG-004
ORD-00000445,CUS-007078,2023-01-09,REG-004
ORD-00000446,CUS-006552,2023-01-09,REG-004
ORD-00000447,CUS-003969,2023-01-09,REG-004
ORD-00000448,CUS-000395,2023-01-09,REG-006
ORD-00000449,CUS-000820,2023-01-09,REG-006
ORD-00000450,CUS-000484,2023-01-09,REG-006
ORD-00000451,CUS-002019,2023-01-09,REG-006
ORD-00000452,CUS-005464,2023-01-09,REG-006
ORD-00000453,CUS-000395,2023-01-09,REG-007
ORD-00000454,CUS-004577,2023-01-09,REG-007
ORD-00000455,CUS-002935,2023-01-09,REG-007
ORD-00000456,CUS-005480,2023-01-09,REG-007
ORD-00000457,CUS-002704,2023-01-09,REG-008
ORD-00000458,CUS-007117,2023-01-09,REG-008
ORD-00000459,CUS-007955,2023-01-09,REG-008
ORD-00000460,CUS-006427,2023-01-09,REG-008
ORD-00000461,CUS-003171,2023-01-09,REG-008
ORD-00000462,CUS-004846,2023-01-09,REG-008
ORD-00000463,CUS-003050,2023-01-09,REG-008
ORD-00000464,CUS-006156,2023-01-09,REG-009
ORD-00000465,CUS-005902,2023-01-09,REG-009
ORD-00000466,CUS-004527,2023-01-09,REG-009
ORD-00000467,CUS-000045,2023-01-09,REG-009
ORD-00000468,CUS-005507,2023-01-09,REG-009
ORD-00000469,CUS-001971,2023-01-09,REG-009
ORD-00000470,CUS-006989,2023-01-09,REG-009
ORD-00000471,CUS-005612,2023-01-09,REG-010
ORD-00000472,CUS-004696,2023-01-09,REG-010
ORD-00000473,CUS-005614,2023-01-09,REG-010
ORD-00000474,CUS-002042,2023-01-09,REG-010
ORD-00000475,CUS-000902,2023-01-09,REG-010
ORD-00000476,CUS-007025,2023-01-10,REG-001
ORD-00000477,CUS-005488,2023-01-10,REG-001
ORD-00000478,CUS-007463,2023-01-10,REG-001
ORD-00000479,CUS-006156,2023-01-10,REG-002
ORD-00000480,CUS-004839,2023-01-10,REG-002
ORD-00000481,CUS-005129,2023-01-10,REG-002
ORD-00000482,CUS-007523,2023-01-10,REG-002
ORD-00000483,CUS-001931,2023-01-10,REG-002
ORD-00000484,CUS-005639,2023-01-10,REG-002
ORD-00000485,CUS-007397,2023-01-10,REG-003
ORD-00000486,CUS-003070,2023-01-10,REG-003
ORD-00000487,CUS-000081,2023-01-10,REG-003
ORD-00000488,CUS-005661,2023-01-10,REG-003
ORD-00000489,CUS-006958,2023-01-10,REG-003
ORD-00000490,CUS-007077,2023-01-10,REG-004
ORD-00000491,CUS-000264,2023-01-10,REG-004
ORD-00000492,CUS-007467,2023-01-10,REG-004
ORD-00000493,CUS-002790,2023-01-10,REG-004
ORD-00000494,CUS-006523,2023-01-10,REG-004
ORD-00000495,CUS-001043,2023-01-10,REG-004
ORD-00000496,CUS-000395,2023-01-10,REG-004
ORD-00000497,CUS-003421,2023-01-10,REG-004
ORD-00000498,CUS-004630,2023-01-10,REG-004
ORD-00000499,CUS-007847,2023-01-10,REG-004
ORD-00000500,CUS-000390,2023-01-10,REG-005
ORD-00000501,CUS-002417,2023-01-10,REG-005
ORD-00000502,CUS-005945,2023-01-10,REG-005
ORD-00000503,CUS-006586,2023-01-10,REG-006
ORD-00000504,CUS-005818,2023-01-10,REG-006
ORD-00000505,CUS-006246,2023-01-10,REG-006
ORD-00000506,CUS-002316,2023-01-10,REG-007
ORD-00000507,CUS-001749,2023-01-10,REG-007
ORD-00000508,CUS-001501,2023-01-10,REG-007
ORD-00000509,CUS-003420,2023-01-10,REG-007
ORD-00000510,CUS-004503,2023-01-10,REG-007
ORD-00000511,CUS-003350,2023-01-10,REG-007
ORD-00000512,CUS-007078,2023-01-10,REG-008
ORD-00000513,CUS-002381,2023-01-10,REG-008
ORD-00000514,CUS-000184,2023-01-10,REG-008
ORD-00000515,CUS-000595,2023-01-10,REG-008
ORD-00000516,CUS-006226,2023-01-10,REG-008
ORD-00000517,CUS-007603,2023-01-10,REG-009
